id,status,from,to,subject,cycle_or_level
EN5_FR_024,kept,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.9,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.9,français,"5eme_PR,5e_PR,5eme,5e"
FR6_MATH_025,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_MATH.pdf#p.10,MEPST_Programmes-Educatifs_6e-Sec_4-HS_MATH.pdf#p.10,mathématiques,"6eme_PR,6e_PR,6eme,6e"
LN6_MATH_026,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_MATH.pdf#p.8,MEPST_Programmes-Educatifs_6e-Sec_4-HS_MATH.pdf#p.8,mathématiques,"6eme_PR,6e_PR,6eme,6e"
KK6_FR_027,kept,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.13,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.13,français,"6eme_PR,6e_PR,6eme,6e"
SW6_FR_028,kept,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.15,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.15,français,"6eme_PR,6e_PR,6eme,6e"
TSH6_MATH_029,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_MATH.pdf#p.12,MEPST_Programmes-Educatifs_6e-Sec_4-HS_MATH.pdf#p.12,mathématiques,"6eme_PR,6e_PR,6eme,6e"
EN6_FR_030,kept,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.11,Cahier-de-lapprenant-_-Francais-CRS-N2.pdf#p.11,français,"6eme_PR,6e_PR,6eme,6e"
SC4_FR_001,kept,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.4,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.4,sciences,"4eme_PR,4e_PR,4eme,4e"
SC4_LN_002,kept,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.4,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.4,sciences,"4eme_PR,4e_PR,4eme,4e"
SC4_KK_003,kept,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.4,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.4,sciences,"4eme_PR,4e_PR,4eme,4e"
SC5_FR_004,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,sciences,"5eme_PR,5e_PR,5eme,5e"
SC5_SW_005,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,sciences,"5eme_PR,5e_PR,5eme,5e"
SC5_TSH_006,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,sciences,"5eme_PR,5e_PR,5eme,5e"
SC6_FR_007,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.10,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.10,sciences,"6eme_PR,6e_PR,6eme,6e"
SC6_LN_008,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.10,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.10,sciences,"6eme_PR,6e_PR,6eme,6e"
SC6_EN_009,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.12,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.12,sciences,"6eme_PR,6e_PR,6eme,6e"
SC6_KK_010,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.12,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.12,sciences,"6eme_PR,6e_PR,6eme,6e"
SC1S_FR_011,kept,GUIDE-PE7-SPTTIC.pdf#p.6,GUIDE-PE7-SPTTIC.pdf#p.6,sciences,7eme_EB
SC1S_SW_012,kept,GUIDE-PE7-SPTTIC.pdf#p.6,GUIDE-PE7-SPTTIC.pdf#p.6,sciences,7eme_EB
SC2S_FR_013,kept,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.9,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.9,sciences,8eme_EB
SC2S_EN_014,kept,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.10,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.10,sciences,8eme_EB
SC2S_TSH_015,kept,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.10,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.10,sciences,8eme_EB
SC3S_FR_016,kept,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,sciences,1ere_HS
SC3S_LN_017,kept,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,sciences,1ere_HS
SC1S_KK_018,kept,GUIDE-PE7-SPTTIC.pdf#p.8,GUIDE-PE7-SPTTIC.pdf#p.8,sciences,7eme_EB
SC5_EN_019,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.11,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.11,sciences,"5eme_PR,5e_PR,5eme,5e"
SC6_SW_020,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.14,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.14,sciences,"6eme_PR,6e_PR,6eme,6e"
HG4_FR_021,kept,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.5,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.5,histoire-géo,"4eme_PR,4e_PR,4eme,4e"
HG4_LN_022,kept,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.5,MEPST_Programmes-Educatifs_4e-Sec_2-HS_SVT.pdf#p.5,histoire-géo,"4eme_PR,4e_PR,4eme,4e"
HG5_FR_023,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.6,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.6,histoire-géo,"5eme_PR,5e_PR,5eme,5e"
HG5_SW_024,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.6,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.6,histoire-géo,"5eme_PR,5e_PR,5eme,5e"
HG5_TSH_025,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.6,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.6,histoire-géo,"5eme_PR,5e_PR,5eme,5e"
HG6_FR_026,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.9,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.9,histoire-géo,"6eme_PR,6e_PR,6eme,6e"
HG6_KK_027,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.9,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.9,histoire-géo,"6eme_PR,6e_PR,6eme,6e"
HG1S_FR_028,kept,PE7-SPTTIC.pdf#p.12,PE7-SPTTIC.pdf#p.12,histoire-géo,7eme_EB
HG1S_EN_029,kept,PE7-SPTTIC.pdf#p.12,PE7-SPTTIC.pdf#p.12,histoire-géo,7eme_EB
HG1S_LN_030,kept,PE7-SPTTIC.pdf#p.12,PE7-SPTTIC.pdf#p.12,histoire-géo,7eme_EB
HG2S_FR_031,kept,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.14,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.14,histoire-géo,8eme_EB
HG2S_SW_032,kept,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.14,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.14,histoire-géo,8eme_EB
HG2S_TSH_033,kept,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.14,PE8-SVT-16062019_DIPROMAD_MEPSP.pdf#p.14,histoire-géo,8eme_EB
HG3S_FR_034,kept,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,histoire-géo,1ere_HS
HG3S_EN_035,kept,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,MEPST_Programmes-Educatifs_3e-Sec_1-HS_SVT.pdf#p.7,histoire-géo,1ere_HS
HG5_FR_036,kept,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,MEPST_Programmes-Educatifs_5e-Sec_3-HS_SVT.pdf#p.8,histoire-géo,"5eme_PR,5e_PR,5eme,5e"
HG6_SW_037,kept,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.8,MEPST_Programmes-Educatifs_6e-Sec_4-HS_SVT.pdf#p.8,histoire-géo,"6eme_PR,6e_PR,6eme,6e"
HG1S_KK_038,kept,PE7-SPTTIC.pdf#p.9,PE7-SPTTIC.pdf#p.9,histoire-géo,7eme_EB
