id,file_path,titre,source_url,langue,grade_level,matiere,type_doc,checksum,licence,ingested,validated,notes
Cahier-de-lapprenant-_-Lingala-CRS-N2.pdf,Cahier de lapprenant   Lingala CRS N2,Cahier De Lapprenant   Lingala Crs N2,https://educrdc.cd/programmes,lingala,CRS,general,document,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Guide-de-leducateur-_-Lingala-CRS-N1.pdf,Guide de leducateur   Lingala CRS N1,Guide De Leducateur   Lingala Crs N1,https://educrdc.cd/programmes,lingala,CRS,general,guide,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Guide-de-leducateur-_-Lingala-CRS-N2.pdf,Guide de leducateur   Lingala CRS N2,Guide De Leducateur   Lingala Crs N2,https://educrdc.cd/programmes,lingala,CRS,general,guide,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Livret-de-lapprenant-_-Lingala-CRS-N1.pdf,Livret de lapprenant   Lingala CRS N1,Livret De Lapprenant   Lingala Crs N1,https://educrdc.cd/programmes,lingala,CRS,general,document,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Manuel-de-lapprenant-_-Lingala-CRS-N2.pdf,Manuel de lapprenant   Lingala CRS N2,Manuel De Lapprenant   Lingala Crs N2,https://educrdc.cd/programmes,lingala,CRS,general,manuel,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Cahier-de-lapprenant-_-Kiswahili-CRS-N1.pdf,Cahier de lapprenant   Kiswahili CRS N1,Cahier De Lapprenant   Kiswahili Crs N1,https://educrdc.cd/programmes,swahili,CRS,general,document,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Cahier-de-lapprenant-_-Kiswahili-CRS-N2.pdf,Cahier de lapprenant   Kiswahili CRS N2,Cahier De Lapprenant   Kiswahili Crs N2,https://educrdc.cd/programmes,swahili,CRS,general,document,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Guide-de-leducateur-_-Kiswahili-CRS-N1.pdf,Guide de leducateur   Kiswahili CRS N1,Guide De Leducateur   Kiswahili Crs N1,https://educrdc.cd/programmes,swahili,CRS,general,guide,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Guide-de-leducateur-_-Kiswahili-CRS-N2.pdf,Guide de leducateur   Kiswahili CRS N2,Guide De Leducateur   Kiswahili Crs N2,https://educrdc.cd/programmes,swahili,CRS,general,guide,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Livret-de-lapprenant-_-Kiswahili-CRS-N1.pdf,Livret de lapprenant   Kiswahili CRS N1,Livret De Lapprenant   Kiswahili Crs N1,https://educrdc.cd/programmes,swahili,CRS,general,document,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Manuel-de-lapprenant-_-Kiswahili-CRS-N2.pdf,Manuel de lapprenant   Kiswahili CRS N2,Manuel De Lapprenant   Kiswahili Crs N2,https://educrdc.cd/programmes,swahili,CRS,general,manuel,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Cahier-de-lapprenant-_-Ciluba-CRS-N1.pdf,Cahier de lapprenant   Ciluba CRS N1,Cahier De Lapprenant   Ciluba Crs N1,https://educrdc.cd/programmes,francais,CRS,general,document,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Cahier-de-lapprenant-_-Ciluba-CRS-N2.pdf,Cahier de lapprenant   Ciluba CRS N2,Cahier De Lapprenant   Ciluba Crs N2,https://educrdc.cd/programmes,francais,CRS,general,document,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Guide-de-leducateur-_-Ciluba-CRS-N2.pdf,Guide de leducateur   Ciluba CRS N2,Guide De Leducateur   Ciluba Crs N2,https://educrdc.cd/programmes,francais,CRS,general,guide,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
Manuel-de-lapprenant-_-Ciluba-CRS-N2.pdf,Manuel de lapprenant   Ciluba CRS N2,Manuel De Lapprenant   Ciluba Crs N2,https://educrdc.cd/programmes,francais,CRS,general,manuel,pending_local,MEPST-RDC,true,true,Auto-enrichi le 2025-08-29
