id,titre,source_url,langue,grade_level,matiere,type_doc,file_path,checksum,licence,ingested,validated,notes,cycle,niveau,source,path
doc_0041,Cahier de leleve   3e Annee Francais,https://edu-nc.gouv.cd/programmes-scolaires,français,primaire,,guide,primaire\francais\Cahier-de-leleve-_-3e-Annee-Francais.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\francais\Cahier-de-leleve-_-3e-Annee-Francais.pdf
doc_0042,Guide de lenseignant  1e Annee Francais oral,https://edu-nc.gouv.cd/programmes-scolaires,français,primaire,,guide,primaire\francais\Guide-de-lenseignant-_1e-Annee-Francais-oral.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\francais\Guide-de-lenseignant-_1e-Annee-Francais-oral.pdf
doc_0043,Guide de lenseignant  2e Annee Francais oral,https://edu-nc.gouv.cd/programmes-scolaires,français,primaire,,guide,primaire\francais\Guide-de-lenseignant-_2e-Annee-Francais-oral.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\francais\Guide-de-lenseignant-_2e-Annee-Francais-oral.pdf
doc_0044,Guide de lenseignant  3e Annee Francais,https://edu-nc.gouv.cd/programmes-scolaires,français,primaire,,guide,primaire\francais\Guide-de-lenseignant-_3e-Annee-Francais.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\francais\Guide-de-lenseignant-_3e-Annee-Francais.pdf
doc_0045,Manuel de leleve   3e Annee Francais,https://edu-nc.gouv.cd/programmes-scolaires,français,primaire,,manuel,primaire\francais\Manuel-de-leleve-_-3e-Annee-Francais.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\francais\Manuel-de-leleve-_-3e-Annee-Francais.pdf
doc_0046,Cahier de leleve   1e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,guide,primaire\langues_nationales\lingala\Cahier-de-leleve-_-1e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Cahier-de-leleve-_-1e-Annee-Lingala.pdf
doc_0047,Cahier de leleve   2e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,guide,primaire\langues_nationales\lingala\Cahier-de-leleve-_-2e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Cahier-de-leleve-_-2e-Annee-Lingala.pdf
doc_0048,Cahier de leleve   3e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,guide,primaire\langues_nationales\lingala\Cahier-de-leleve-_-3e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Cahier-de-leleve-_-3e-Annee-Lingala.pdf
doc_0049,Guide de lenseignant  1e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,guide,primaire\langues_nationales\lingala\Guide-de-lenseignant-_1e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Guide-de-lenseignant-_1e-Annee-Lingala.pdf
doc_0050,Guide de lenseignant  2e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,guide,primaire\langues_nationales\lingala\Guide-de-lenseignant-_2e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Guide-de-lenseignant-_2e-Annee-Lingala.pdf
doc_0051,Guide de lenseignant  3e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,guide,primaire\langues_nationales\lingala\Guide-de-lenseignant-_3e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Guide-de-lenseignant-_3e-Annee-Lingala.pdf
doc_0052,Manuel de leleve   1e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,manuel,primaire\langues_nationales\lingala\Manuel-de-leleve-_-1e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Manuel-de-leleve-_-1e-Annee-Lingala.pdf
doc_0053,Manuel de leleve   2e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,manuel,primaire\langues_nationales\lingala\Manuel-de-leleve-_-2e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Manuel-de-leleve-_-2e-Annee-Lingala.pdf
doc_0054,Manuel de leleve   3e Annee Lingala,https://edu-nc.gouv.cd/programmes-scolaires,lingala,primaire,,manuel,primaire\langues_nationales\lingala\Manuel-de-leleve-_-3e-Annee-Lingala.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\lingala\Manuel-de-leleve-_-3e-Annee-Lingala.pdf
doc_0055,Cahier de leleve   1e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,guide,primaire\langues_nationales\swahili\Cahier-de-leleve-_-1e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Cahier-de-leleve-_-1e-Annee-Kiswahili.pdf
doc_0056,Cahier de leleve   2e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,guide,primaire\langues_nationales\swahili\Cahier-de-leleve-_-2e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Cahier-de-leleve-_-2e-Annee-Kiswahili.pdf
doc_0057,Cahier de leleve   3e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,guide,primaire\langues_nationales\swahili\Cahier-de-leleve-_-3e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Cahier-de-leleve-_-3e-Annee-Kiswahili.pdf
doc_0058,Guide de lenseignant  1e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,guide,primaire\langues_nationales\swahili\Guide-de-lenseignant-_1e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Guide-de-lenseignant-_1e-Annee-Kiswahili.pdf
doc_0059,Guide de lenseignant  2e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,guide,primaire\langues_nationales\swahili\Guide-de-lenseignant-_2e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Guide-de-lenseignant-_2e-Annee-Kiswahili.pdf
doc_0060,Guide de lenseignant  3e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,guide,primaire\langues_nationales\swahili\Guide-de-lenseignant-_3e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Guide-de-lenseignant-_3e-Annee-Kiswahili.pdf
doc_0061,Manuel de leleve   2e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,manuel,primaire\langues_nationales\swahili\Manuel-de-leleve-_-2e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Manuel-de-leleve-_-2e-Annee-Kiswahili.pdf
doc_0062,Manuel de leleve   3e Annee Kiswahili,https://edu-nc.gouv.cd/programmes-scolaires,swahili,primaire,,manuel,primaire\langues_nationales\swahili\Manuel-de-leleve-_-3e-Annee-Kiswahili.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\swahili\Manuel-de-leleve-_-3e-Annee-Kiswahili.pdf
doc_0063,Cahier de leleve   1e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,guide,primaire\langues_nationales\tshiluba\Cahier-de-leleve-_-1e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Cahier-de-leleve-_-1e-Annee-Ciluba.pdf
doc_0064,Cahier de leleve   2e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,guide,primaire\langues_nationales\tshiluba\Cahier-de-leleve-_-2e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Cahier-de-leleve-_-2e-Annee-Ciluba.pdf
doc_0065,Cahier de leleve   3e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,guide,primaire\langues_nationales\tshiluba\Cahier-de-leleve-_-3e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Cahier-de-leleve-_-3e-Annee-Ciluba.pdf
doc_0066,Guide de lenseignant  1e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,guide,primaire\langues_nationales\tshiluba\Guide-de-lenseignant-_1e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Guide-de-lenseignant-_1e-Annee-Ciluba.pdf
doc_0067,Guide de lenseignant  2e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,guide,primaire\langues_nationales\tshiluba\Guide-de-lenseignant-_2e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Guide-de-lenseignant-_2e-Annee-Ciluba.pdf
doc_0068,Guide de lenseignant  3e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,guide,primaire\langues_nationales\tshiluba\Guide-de-lenseignant-_3e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Guide-de-lenseignant-_3e-Annee-Ciluba.pdf
doc_0069,Manuel de leleve   1e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,manuel,primaire\langues_nationales\tshiluba\Manuel-de-leleve-_-1e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Manuel-de-leleve-_-1e-Annee-Ciluba.pdf
doc_0070,Manuel de leleve   2e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,manuel,primaire\langues_nationales\tshiluba\Manuel-de-leleve-_-2e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Manuel-de-leleve-_-2e-Annee-Ciluba.pdf
doc_0071,Manuel de leleve   3e Annee Ciluba,https://edu-nc.gouv.cd/programmes-scolaires,tshiluba,primaire,,manuel,primaire\langues_nationales\tshiluba\Manuel-de-leleve-_-3e-Annee-Ciluba.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,primaire\langues_nationales\tshiluba\Manuel-de-leleve-_-3e-Annee-Ciluba.pdf
doc_0072,IFADEM RDC Kinshasa Livret 2 Competences Production Orales,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_2-Competences-Production-Orales.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_2-Competences-Production-Orales.pdf
doc_0073,IFADEM RDC Kinshasa Livret 3 Competences Comprehension Production Ecrites,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_3-Competences-Comprehension-Production-Ecrites.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_3-Competences-Comprehension-Production-Ecrites.pdf
doc_0074,IFADEM RDC Kinshasa Livret 4 Nouveau Programme Enseignement Primaire,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_4-Nouveau-Programme-Enseignement-Primaire.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_4-Nouveau-Programme-Enseignement-Primaire.pdf
doc_0075,IFADEM RDC Kinshasa livret No 1 Enseigner la Langue Nationale,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-livret_No-1_Enseigner-la-Langue-Nationale.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-livret_No-1_Enseigner-la-Langue-Nationale.pdf
doc_0076,IFADEM RDC Kinshasa Livret No 2 BILINGUISME,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_No-2_BILINGUISME.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,guides_pedagogiques\formation\IFADEM_RDC-Kinshasa-Livret_No-2_BILINGUISME.pdf
doc_0077,PSYCHOPEDAGOGIE,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,guides_pedagogiques\psychopedagogie\PSYCHOPEDAGOGIE.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,guides_pedagogiques\psychopedagogie\PSYCHOPEDAGOGIE.pdf
doc_0078,ARRETE DE CREATION HPR,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,autres\administration\ARRETE-DE-CREATION-HPR.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,autres\administration\ARRETE-DE-CREATION-HPR.pdf
doc_0079,ARRETE DE CREATION IFME,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,autres\administration\ARRETE-DE-CREATION-IFME.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,autres\administration\ARRETE-DE-CREATION-IFME.pdf
doc_0080,ARRETE DE MISE EN OEUVRE HPR,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,autres\administration\ARRETE-DE-MISE-EN-OEUVRE-HPR.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,autres\administration\ARRETE-DE-MISE-EN-OEUVRE-HPR.pdf
doc_0081,Normes architecturales et de fonctionnement dun resume rapport final 2017,https://edu-nc.gouv.cd/programmes-scolaires,français,,,guide,autres\administration\Normes-architecturales-et-de-fonctionnement-dun-resume_rapport_final_2017.pdf,,MEPSP,2025-08-28,True,Synchronisé avec manifest,,,,autres\administration\Normes-architecturales-et-de-fonctionnement-dun-resume_rapport_final_2017.pdf
